date,usage_mgd
6/25/2021,106.57
6/26/2021,105.7
6/27/2021,104.04
6/28/2021,104.04
6/29/2021,105.79
6/30/2021,106.37
7/1/2021,107.7
7/2/2021,101.77
7/3/2021,105.01
7/4/2021,103.05
7/5/2021,102.47
7/6/2021,65.53
7/7/2021,110.86
7/8/2021,132.33
7/9/2021,112.14
7/10/2021,100.33
7/11/2021,100.33
7/12/2021,103.89
7/13/2021,104.81
7/14/2021,104.5
7/15/2021,112.92
7/16/2021,105.41
7/17/2021,105.7
7/18/2021,111.58
7/19/2021,106.4
7/20/2021,106.6
7/21/2021,107.13
7/22/2021,106.55
7/23/2021,105.98
7/24/2021,105.98
7/25/2021,107.81
7/26/2021,106.65
7/27/2021,104.62
7/28/2021,106.27
7/29/2021,105.66
7/30/2021,106.51
7/31/2021,107.59
8/1/2021,106.37
8/2/2021,104.86
8/3/2021,102.62
8/4/2021,106.09
8/5/2021,107.72
8/6/2021,107.72
8/7/2021,107.21
8/8/2021,104.98
8/9/2021,109.68
8/10/2021,104.91
8/11/2021,103.08
8/12/2021,106.2
8/13/2021,104.65
8/14/2021,105.72
8/15/2021,106.61
8/16/2021,106.35
8/17/2021,102.48
8/18/2021,104.13
8/19/2021,104.13
8/20/2021,104.48
8/21/2021,104.8
8/22/2021,107.96
8/23/2021,106.65
8/24/2021,105.57
8/25/2021,105.83
8/26/2021,103.6
8/27/2021,106.75
8/28/2021,107.47
8/29/2021,111.7
8/30/2021,109.49
8/31/2021,109.68
9/1/2021,109.68
9/2/2021,109.98
9/3/2021,109.21
9/4/2021,110
9/5/2021,106.92
9/6/2021,113.11
9/7/2021,109.88
9/8/2021,107.1
9/9/2021,101.27
9/10/2021,98.13
9/11/2021,103.31
9/12/2021,104.65
9/13/2021,107
9/14/2021,107
9/15/2021,106.09
9/16/2021,107.53
9/17/2021,109.4
9/18/2021,107.39
9/19/2021,114.59
9/20/2021,113.22
9/21/2021,116.24
9/22/2021,105.66
9/23/2021,116.75
9/24/2021,106.29
9/25/2021,106.38
9/26/2021,107.8
9/27/2021,107.8
9/28/2021,109.84
9/29/2021,108.5
9/30/2021,108.52
10/1/2021,110.67
10/2/2021,110.45
10/3/2021,107.1
10/4/2021,113.75
10/5/2021,110.3
10/6/2021,108.6
10/7/2021,110.98
10/8/2021,109.41
10/9/2021,109.67
10/10/2021,109.67
10/11/2021,111.07
10/12/2021,114.64
10/13/2021,118.95
10/14/2021,117.34
10/15/2021,116.29
10/16/2021,112.36
10/17/2021,106.74
10/18/2021,102.54
10/19/2021,108.35
10/20/2021,114
10/21/2021,114.44
10/22/2021,114.67
10/23/2021,114.67
10/24/2021,112.19
10/25/2021,111.93
10/26/2021,108.71
10/27/2021,115.23
10/28/2021,111.51
10/29/2021,112.12
10/30/2021,115.47
10/31/2021,114.02
11/1/2021,113.14
11/2/2021,110.82
11/3/2021,111.71
11/4/2021,115.11
11/5/2021,115.11
11/6/2021,112.06
11/7/2021,113.44
11/8/2021,112.54
11/9/2021,110.68
11/10/2021,107.68
11/11/2021,114.36
11/12/2021,113.33
11/13/2021,113.61
11/14/2021,111.86
11/15/2021,110.56
11/16/2021,108
11/17/2021,107.63
11/18/2021,107.63
11/19/2021,109.43
11/20/2021,109.67
11/21/2021,111.88
11/22/2021,110.02
11/23/2021,113.9
11/24/2021,111.36
11/25/2021,109.04
11/26/2021,111.73
11/27/2021,113.62
11/28/2021,114.77
11/29/2021,115.29
11/30/2021,115.85
12/1/2021,115.85
12/2/2021,114.36
12/3/2021,110.81
12/4/2021,112.78
12/5/2021,113.31
12/6/2021,115.13
12/7/2021,115.47
12/8/2021,117.79
12/9/2021,113.51
12/10/2021,110.02
12/11/2021,113.87
12/12/2021,116.45
12/13/2021,115.05
12/14/2021,115.05
12/15/2021,117.76
12/16/2021,118.29
12/17/2021,112.44
12/18/2021,108.67
12/19/2021,115.7
12/20/2021,115.78
12/21/2021,94.66
12/22/2021,136.9
12/23/2021,108.01
12/24/2021,87.72
12/25/2021,106.13
12/26/2021,108.61
12/27/2021,108.61
12/28/2021,130.2
12/29/2021,106.96
12/30/2021,112.03
12/31/2021,118.53
1/1/2022,103.23
1/2/2022,110.09
1/3/2022,118.63
1/4/2022,109.59
1/5/2022,114.85
1/6/2022,115.95
1/7/2022,114.45
1/8/2022,115.03
1/9/2022,115.03
1/10/2022,115.01
1/11/2022,113.42
1/12/2022,114.87
1/13/2022,114.72
1/14/2022,115.9
1/15/2022,115.6
1/16/2022,110.77
1/17/2022,112.79
1/18/2022,113.95
1/19/2022,114.08
1/20/2022,112.23
1/21/2022,113.18
1/22/2022,113.18
1/23/2022,111.96
1/24/2022,112
1/25/2022,113.15
1/26/2022,112.72
1/27/2022,111.16
1/28/2022,121.61
1/29/2022,107.63
1/30/2022,112.23
1/31/2022,110.16
2/1/2022,108.86
2/2/2022,112.44
2/3/2022,111.82
2/4/2022,111.82
2/5/2022,111.17
2/6/2022,111.86
2/7/2022,111.55
2/8/2022,111.08
2/9/2022,110.03
2/10/2022,109.33
2/11/2022,109.11
2/12/2022,109.4
2/13/2022,109.86
2/14/2022,110.1
2/15/2022,107.41
2/16/2022,109.65
2/17/2022,109.65
2/18/2022,109.32
2/19/2022,108.56
2/20/2022,108.99
2/21/2022,108.44
2/22/2022,107.96
2/23/2022,108.56
2/24/2022,108.16
2/25/2022,109.03
2/26/2022,109.93
2/27/2022,110.23
2/28/2022,110.78
3/1/2022,109.17
3/2/2022,109.17
3/3/2022,112.13
3/4/2022,111.43
3/5/2022,109.62
3/6/2022,109.24
3/7/2022,108.37
3/8/2022,109.91
3/9/2022,106.44
3/10/2022,107.86
3/11/2022,109.68
3/12/2022,108.27
3/13/2022,108.64
3/14/2022,109.03
3/15/2022,109.03
3/16/2022,107.31
3/17/2022,107.95
3/18/2022,108.13
3/19/2022,108.38
3/20/2022,108.07
3/21/2022,109.99
3/22/2022,109.95
3/23/2022,113.88
3/24/2022,100.48
3/25/2022,105.25
3/26/2022,107.41
3/27/2022,110.03
3/28/2022,110.03
3/29/2022,109
3/30/2022,109.13
3/31/2022,108.49
4/1/2022,108.25
4/2/2022,109.01
4/3/2022,110.82
4/4/2022,109.08
4/5/2022,108.89
4/6/2022,110.02
4/7/2022,108.98
4/8/2022,108.51
4/9/2022,107.68
4/10/2022,107.68
4/11/2022,109.39
4/12/2022,108.36
4/13/2022,108.34
4/14/2022,108.39
4/15/2022,106.9
4/16/2022,105.8
4/17/2022,105.64
4/18/2022,107.75
4/19/2022,107.45
4/20/2022,106.09
4/21/2022,107.21
4/22/2022,107.04
4/23/2022,107.04
4/24/2022,109.79
4/25/2022,99.2
4/26/2022,101.07
4/27/2022,103.77
4/28/2022,103.96
4/29/2022,104.37
4/30/2022,105.5
5/1/2022,111.55
5/2/2022,99.34
5/3/2022,103.78
5/4/2022,105.42
5/5/2022,107.46
5/6/2022,107.46
5/7/2022,105.31
5/8/2022,106.11
5/9/2022,105.6
5/10/2022,106.93
5/11/2022,107.29
5/12/2022,108.08
5/13/2022,109.27
5/14/2022,108.14
5/15/2022,107.86
5/16/2022,106.98
5/17/2022,107.97
5/18/2022,108.01
5/19/2022,108.01
5/20/2022,110.9
5/21/2022,109.52
5/22/2022,108.1
5/23/2022,107.38
5/24/2022,108.52
5/25/2022,109.65
5/26/2022,109.93
5/27/2022,108.24
5/28/2022,108.25
5/29/2022,108.78
5/30/2022,109.51
5/31/2022,106.7
6/1/2022,106.7
6/2/2022,107.03
6/3/2022,112.12
6/4/2022,110.12
6/5/2022,109.95
6/6/2022,107.55
6/7/2022,108.33
6/8/2022,106.73
6/9/2022,108.96
6/10/2022,111.08
6/11/2022,108.22
6/12/2022,108.11
6/13/2022,107.99
6/14/2022,107.99
6/15/2022,107.34
6/16/2022,107.24
6/17/2022,105.86
6/18/2022,108.09
6/19/2022,109.14
6/20/2022,109.6
6/21/2022,107.48
6/22/2022,105.42
6/23/2022,104.96
6/24/2022,104.54
6/25/2022,104.38
6/26/2022,105.39
6/27/2022,105.39
6/28/2022,104.28
6/29/2022,104.32
6/30/2022,104.82
7/1/2022,105.38
7/2/2022,106.24
7/3/2022,106.2
7/4/2022,106.9
7/5/2022,106.18
7/6/2022,106.16
7/7/2022,105.38
7/8/2022,106.07
7/9/2022,105.9
7/10/2022,105.9
7/11/2022,107.13
7/12/2022,104.01
7/13/2022,104.69
7/14/2022,103.75
7/15/2022,105.23
7/16/2022,104.46
7/17/2022,101.47
7/18/2022,106.31
7/19/2022,104.82
7/20/2022,103.97
7/21/2022,104.41
7/22/2022,102.22
7/23/2022,102.22
7/24/2022,102.7
7/25/2022,102.44
7/26/2022,103.67
7/27/2022,103.79
7/28/2022,103.11
7/29/2022,104.11
7/30/2022,102.44
7/31/2022,104.63
8/1/2022,103.54
8/2/2022,104.45
8/3/2022,106.34
8/4/2022,105.72
8/5/2022,105.72
8/6/2022,105.22
8/7/2022,102.76
8/8/2022,101.8
8/9/2022,104.11
8/10/2022,103.86
8/11/2022,104.45
8/12/2022,104.61
8/13/2022,103.53
8/14/2022,103.64
8/15/2022,102.96
8/16/2022,102.98
8/17/2022,104.02
8/18/2022,104.02
8/19/2022,103.63
8/20/2022,103.25
8/21/2022,102.13
8/22/2022,103.04
8/23/2022,102.94
8/24/2022,100.22
8/25/2022,100.16
8/26/2022,101.78
8/27/2022,102.24
8/28/2022,102.8
8/29/2022,102
8/30/2022,101.27
8/31/2022,101.27
9/1/2022,100.54
9/2/2022,102.14
9/3/2022,103.2
9/4/2022,101.59
9/5/2022,102.7
9/6/2022,103.68
9/7/2022,103.35
9/8/2022,102.73
9/9/2022,101.79
9/10/2022,103.01
9/11/2022,103.1
9/12/2022,101.83
9/13/2022,101.83
9/14/2022,101.9
9/15/2022,100.28
9/16/2022,99.75
9/17/2022,103.47
9/18/2022,102.41
9/19/2022,102.51
9/20/2022,102.83
9/21/2022,102.73
9/22/2022,102.67
9/23/2022,103.9
9/24/2022,103.86
9/25/2022,104.69
9/26/2022,104.69
9/27/2022,102.65
9/28/2022,102.52
9/29/2022,101.39
9/30/2022,100.67
10/1/2022,104.06
10/2/2022,106.74
10/3/2022,104.29
10/4/2022,102.1
10/5/2022,102.14
10/6/2022,100.89
10/7/2022,102.63
10/8/2022,99.95
10/9/2022,99.95
10/10/2022,98.88
10/11/2022,101.28
10/12/2022,107.65
10/13/2022,103.72
10/14/2022,103.16
10/15/2022,103.06
10/16/2022,103.84
10/17/2022,103.26
10/18/2022,104.46
10/19/2022,104.93
10/20/2022,105.97
10/21/2022,107.07
10/22/2022,107.07
10/23/2022,103.23
10/24/2022,102.67
10/25/2022,103.66
10/26/2022,107.01
10/27/2022,106
10/28/2022,106.76
10/29/2022,105.14
10/30/2022,106.81
10/31/2022,104.09
11/1/2022,100.44
11/2/2022,106.18
11/3/2022,105.93
11/4/2022,105.93
11/5/2022,103.16
11/6/2022,103.59
11/7/2022,105.18
11/8/2022,106.14
11/9/2022,106.42
11/10/2022,105.63
11/11/2022,106.22
11/12/2022,107.3
11/13/2022,107.49
11/14/2022,107.75
11/15/2022,105.8
11/16/2022,102.24
11/17/2022,102.24
11/18/2022,102.12
11/19/2022,105.43
11/20/2022,108.59
11/21/2022,108.11
11/22/2022,108.18
11/23/2022,106.42
11/24/2022,105.08
11/25/2022,107.34
11/26/2022,109.44
11/27/2022,110.56
11/28/2022,110.12
11/29/2022,109.71
11/30/2022,109.71
12/1/2022,106.98
12/2/2022,107.09
12/3/2022,109.17
12/4/2022,108.79
12/5/2022,111.6
12/6/2022,112.86
12/7/2022,111.76
12/8/2022,109.46
12/9/2022,109.77
12/10/2022,111.83
12/11/2022,111.58
12/12/2022,111.38
12/13/2022,111.38
12/14/2022,110.7
12/15/2022,112.47
12/16/2022,109.28
12/17/2022,108.39
12/18/2022,108.89
12/19/2022,111.73
12/20/2022,111.98
12/21/2022,113.82
12/22/2022,112.63
12/23/2022,112.46
12/24/2022,112.62
12/25/2022,115.52
12/26/2022,115.52
12/27/2022,116.4
12/28/2022,114.94
12/29/2022,112.35
12/30/2022,111.68
12/31/2022,107.82
1/1/2023,107.96
1/2/2023,109.74
1/3/2023,110.63
1/4/2023,110.09
1/5/2023,109.18
1/6/2023,110.26
1/7/2023,109.24
1/8/2023,109.24
1/9/2023,108.47
1/10/2023,110.14
1/11/2023,110.15
1/12/2023,111.53
1/13/2023,109.98
1/14/2023,112.21
1/15/2023,110.96
1/16/2023,109.1
1/17/2023,112.48
1/18/2023,113.73
1/19/2023,111.47
1/20/2023,110.6
1/21/2023,110.6
1/22/2023,109.63
1/23/2023,108.24
1/24/2023,107.29
1/25/2023,111.65
1/26/2023,111.12
1/27/2023,111.23
1/28/2023,111.55
1/29/2023,110.27
1/30/2023,110.57
1/31/2023,112.74
2/1/2023,111.56
2/2/2023,112.91
2/3/2023,112.91
2/4/2023,113.09
2/5/2023,110.33
2/6/2023,109.29
2/7/2023,109.87
2/8/2023,112.7
2/9/2023,113.01
2/10/2023,113.48
2/11/2023,112.81
2/12/2023,110.82
2/13/2023,110.57
2/14/2023,108.61
2/15/2023,109.04
2/16/2023,109.04
2/17/2023,109.05
2/18/2023,110.68
2/19/2023,111.28
2/20/2023,109.4
2/21/2023,107.55
2/22/2023,107.19
2/23/2023,109.55
2/24/2023,109.26
2/25/2023,108.94
2/26/2023,109.67
2/27/2023,109.92
2/28/2023,107.78
3/1/2023,107.78
3/2/2023,108.38
3/3/2023,108.69
3/4/2023,111.93
3/5/2023,109.27
3/6/2023,108.43
3/7/2023,109.67
3/8/2023,108.23
3/9/2023,108.86
3/10/2023,109.42
3/11/2023,108.8
3/12/2023,108.69
3/13/2023,109.24
3/14/2023,109.24
3/15/2023,108.75
3/16/2023,107.47
3/17/2023,107.08
3/18/2023,107.89
3/19/2023,107.55
3/20/2023,107.82
3/21/2023,108.74
3/22/2023,107.9
3/23/2023,107.15
3/24/2023,107.57
3/25/2023,108.44
3/26/2023,107.13
3/27/2023,107.13
3/28/2023,106.75
3/29/2023,107.24
3/30/2023,107.54
3/31/2023,106.11
4/1/2023,109.68
4/2/2023,108.83
4/3/2023,107.63
4/4/2023,106.93
4/5/2023,106.39
4/6/2023,104.54
4/7/2023,109.06
4/8/2023,109.19
4/9/2023,109.19
4/10/2023,102.24
4/11/2023,105.71
4/12/2023,108.82
4/13/2023,108.29
4/14/2023,104.09
4/15/2023,111.37
4/16/2023,109.03
4/17/2023,108.94
4/18/2023,112.78
4/19/2023,109.35
4/20/2023,108.47
4/21/2023,111.93
4/22/2023,111.93
4/23/2023,100.76
4/24/2023,103.38
4/25/2023,106.55
4/26/2023,106.56
4/27/2023,107.17
4/28/2023,108.09
4/29/2023,106.79
4/30/2023,109.38
5/1/2023,106.61
5/2/2023,106.92
5/3/2023,110.24
5/4/2023,105.91
5/5/2023,105.91
5/6/2023,106.99
5/7/2023,108.58
5/8/2023,108.58
5/9/2023,102.81
5/10/2023,110.96
5/11/2023,111.15
5/12/2023,111.76
5/13/2023,107.74
5/14/2023,107.78
5/15/2023,106.46
5/16/2023,107.46
5/17/2023,108.74
5/18/2023,108.74
5/19/2023,108.22
5/20/2023,103.28
5/21/2023,110.5
5/22/2023,103.54
5/23/2023,105.89
5/24/2023,111.84
5/25/2023,102.68
5/26/2023,107.9
5/27/2023,106.06
5/28/2023,105.5
5/29/2023,108.08
5/30/2023,101.61
5/31/2023,101.61
6/1/2023,115.87
6/2/2023,100.76
6/3/2023,104.2
6/4/2023,99.9
6/5/2023,108.83
6/6/2023,97.95
6/7/2023,101.97
6/8/2023,106.88
6/9/2023,103.3
6/10/2023,108.42
6/11/2023,104.11
6/12/2023,111.28
6/13/2023,111.28
6/14/2023,100.11
6/15/2023,107.83
6/16/2023,107.34
6/17/2023,106.26
6/18/2023,102.86
6/19/2023,101.34
6/20/2023,103.93
6/21/2023,102.15
6/22/2023,106.52
6/23/2023,101.24
6/24/2023,106.86
6/25/2023,101.51
6/26/2023,101.51
6/27/2023,110.59
6/28/2023,105.61
6/29/2023,103.97
6/30/2023,98.78
7/1/2023,108.91
7/2/2023,101.6
7/3/2023,99.14
7/4/2023,107.81
7/5/2023,104.36
7/6/2023,101.56
7/7/2023,102.18
7/8/2023,109.54
7/9/2023,109.54
7/10/2023,116.58
7/11/2023,101.05
7/12/2023,104.84
7/13/2023,108.2
7/14/2023,102.3
7/15/2023,103.87
7/16/2023,109.49
7/17/2023,103.07
7/18/2023,104.93
7/19/2023,102.11
7/20/2023,101.24
7/21/2023,101.33
7/22/2023,101.33
7/23/2023,93.58
7/24/2023,109.49
7/25/2023,93.49
7/26/2023,107.62
7/27/2023,101.94
7/28/2023,108.13
7/29/2023,103.82
7/30/2023,101.22
7/31/2023,102.88
8/1/2023,104.04
8/2/2023,103.08
8/3/2023,101.88
8/4/2023,101.88
8/5/2023,105.63
8/6/2023,100.76
8/7/2023,102.63
8/8/2023,101.79
8/9/2023,102.99
8/10/2023,103.67
8/11/2023,99.19
8/12/2023,101.57
8/13/2023,104.22
8/14/2023,102.62
8/15/2023,95.18
8/16/2023,105.71
8/17/2023,105.71
8/18/2023,102.92
8/19/2023,102.52
8/20/2023,100.86
8/21/2023,102.96
8/22/2023,101.75
8/23/2023,99.24
8/24/2023,103.1
8/25/2023,102.67
8/26/2023,100.1
8/27/2023,99.93
8/28/2023,96.41
8/29/2023,101.87
8/30/2023,101.87
8/31/2023,99.02
9/1/2023,101.58
9/2/2023,99.97
9/3/2023,99.85
9/4/2023,102.29
9/5/2023,99.79
9/6/2023,99.31
9/7/2023,100.75
9/8/2023,103.42
9/9/2023,100.1
9/10/2023,98.75
9/11/2023,97.33
9/12/2023,97.33
9/13/2023,103.84
9/14/2023,96.97
9/15/2023,98.98
9/16/2023,96.38
9/17/2023,97.44
9/18/2023,98.65
9/19/2023,98.56
9/20/2023,100.68
9/21/2023,100.98
9/22/2023,98.91
9/23/2023,99.78
9/24/2023,100
9/25/2023,100
9/26/2023,98.13
9/27/2023,98.51
9/28/2023,100.03
9/29/2023,98.94
9/30/2023,98.21
10/1/2023,97.47
10/2/2023,100.48
10/3/2023,95.91
10/4/2023,99.25
10/5/2023,100.6
10/6/2023,100.4
10/7/2023,97.64
10/8/2023,97.64
10/9/2023,95.74
10/10/2023,103.84
10/11/2023,100.5
10/12/2023,96.7
10/13/2023,102.39
10/14/2023,98.68
10/15/2023,99.94
10/16/2023,100.31
10/17/2023,101.08
10/18/2023,100.03
10/19/2023,101.69
10/20/2023,100.27
10/21/2023,100.27
10/22/2023,102.46
10/23/2023,98.29
10/24/2023,104.13
10/25/2023,102.11
10/26/2023,105.77
10/27/2023,100.99
10/28/2023,98.85
10/29/2023,102.92
10/30/2023,94.72
10/31/2023,102.86
11/1/2023,99.66
11/2/2023,99.3
11/3/2023,99.3
11/4/2023,99.52
11/5/2023,99.48
11/6/2023,96.42
11/7/2023,98.41
11/8/2023,94.62
11/9/2023,96.48
11/10/2023,99.36
11/11/2023,100.69
11/12/2023,101.96
11/13/2023,100.3
11/14/2023,98.31
11/15/2023,101.7
11/16/2023,101.7
11/17/2023,101.04
11/18/2023,99.81
11/19/2023,101.65
11/20/2023,99.38
11/21/2023,103.58
11/22/2023,100.33
11/23/2023,102.05
11/24/2023,104.64
11/25/2023,101.96
11/26/2023,104.92
11/27/2023,99.26
11/28/2023,101.74
11/29/2023,101.74
11/30/2023,105.24
12/1/2023,96.68
12/2/2023,103.87
12/3/2023,101.63
12/4/2023,102.66
12/5/2023,101.47
12/6/2023,100.7
12/7/2023,109.92
12/8/2023,95.89
12/9/2023,102.94
12/10/2023,102.61
12/11/2023,102.42
12/12/2023,102.42
12/13/2023,102.78
12/14/2023,102.41
12/15/2023,99.38
12/16/2023,96.26
12/17/2023,101.33
12/18/2023,98.21
12/19/2023,103.39
12/20/2023,102.93
12/21/2023,105.37
12/22/2023,103.24
12/23/2023,100.12
12/24/2023,103.01
12/25/2023,103.01
12/26/2023,103.97
12/27/2023,103.44
12/28/2023,106.02
12/29/2023,102.6
12/30/2023,103.86
12/31/2023,100.64
